Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
10.42.0.211-64.71.142.124-49505-80-6,10-01-22 12:46,139.78.164.112,112.207.12.254,62284,1380,TCP,1309,Data,HTTP,Alert Triggered,1,Logged,High,Opera/9.65.(Windows 95; niu-NU) Presto/2.9.172 Version/12.00,Segment C,"Thane, Manipur",208.16.132.184,Log Data,Alert Data,Firewall
180.149.136.247-10.42.0.42-80-42403-6,23-12-20 23:44,218.91.153.254,13.225.1.136,15450,29640,TCP,752,Data,FTP,Alert Triggered,0,Blocked,Medium,Opera/9.44.(Windows NT 5.2; ckb-IQ) Presto/2.9.189 Version/10.00,Segment A,"Kottayam, Himachal Pradesh",Unknown,Unknown,Alert Data,Server
10.42.0.211-123.125.115.164-44321-443-6,05-09-21 22:03,71.82.200.8,147.78.151.59,34661,46506,TCP,1323,Control,FTP,Unknown,0,Logged,Low,Opera/8.17.(X11; Linux x86_64; mr-IN) Presto/2.9.164 Version/11.00,Segment B,"Saharsa, Bihar",48.144.14.42,Log Data,Unknown,Server
172.217.10.65-10.42.0.211-443-39293-6,24-04-23 1:54,22.35.2.36,45.92.125.149,15710,50932,UDP,888,Data,DNS,Unknown,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),Segment A,"Morbi, Karnataka",143.125.113.126,Log Data,Unknown,Server
10.42.0.211-121.12.98.63-49722-80-6,22-09-20 0:08,17.99.68.244,66.108.91.120,49164,2338,ICMP,1287,Control,HTTP,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/38.0.812.0 Safari/534.0",Segment A,"Bongaigaon, Sikkim",179.217.57.241,Log Data,Alert Data,Firewall
10.42.0.1-10.42.0.42-53-16613-17,16-02-20 11:49,21.8.99.67,212.76.182.227,25698,8871,TCP,1487,Data,HTTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3 rv:2.0; tr-CY) AppleWebKit/533.43.6 (KHTML, like Gecko) Version/5.1 Safari/533.43.6",Segment C,"Nashik, Punjab",Unknown,Unknown,Alert Data,Firewall
10.42.0.42-123.125.29.220-48918-80-6,15-10-20 10:03,83.14.66.225,142.205.72.236,19310,28160,UDP,1175,Control,HTTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/20.0.820.0 Safari/535.1",Segment A,"Bhopal, Nagaland",50.129.191.227,Log Data,Unknown,Firewall
10.42.0.211-23.23.129.231-47746-443-6,11-07-22 20:40,70.142.184.216,14.185.152.64,57142,7411,TCP,819,Control,FTP,Alert Triggered,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.0),Segment A,"Secunderabad, Goa",Unknown,Unknown,Unknown,Firewall
10.42.0.151-101.251.204.125-42877-80-6,10-09-21 4:27,72.36.130.87,188.121.84.207,38863,29473,ICMP,525,Data,HTTP,Unknown,0,Blocked,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2; rv:1.9.6.20) Gecko/2373-09-28 20:43:01 Firefox/11.0,Segment A,"Solapur, Karnataka",3.214.56.88,Unknown,Alert Data,Server
172.217.10.42-10.42.0.151-443-44134-6,25-05-21 16:47,210.208.176.156,148.133.226.192,43563,59362,UDP,147,Control,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; dv-MV) AppleWebKit/531.1.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.1.4",Segment C,"Warangal, Arunachal Pradesh",75.41.145.162,Log Data,Unknown,Server
10.42.0.211-23.23.227.163-33656-443-6,13-04-20 8:39,143.98.100.58,6.203.11.253,7354,52728,ICMP,1330,Data,FTP,Unknown,0,Ignored,Low,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/55.0.860.0 Mobile/98S515 Safari/534.2",Segment A,"Bikaner, Telangana",Unknown,Log Data,Unknown,Firewall
10.42.0.151-10.42.0.1-52605-53-17,24-05-21 23:43,201.215.217.56,18.99.236.21,13353,42493,UDP,1094,Control,DNS,Unknown,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),Segment B,"Surendranagar Dudhrej, Gujarat",166.118.49.60,Unknown,Unknown,Server
10.42.0.151-10.42.0.1-33996-53-17,25-10-21 11:05,117.66.114.126,199.176.207.219,15495,35380,TCP,1088,Data,HTTP,Unknown,1,Blocked,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0 rv:2.0; dz-BT) AppleWebKit/535.27.4 (KHTML, like Gecko) Version/5.1 Safari/535.27.4",Segment B,"Buxar, Arunachal Pradesh",28.7.200.14,Unknown,Alert Data,Firewall
239.255.255.250-10.42.0.151-1900-49324-17,01-05-21 6:40,133.75.191.62,112.106.161.240,14161,60221,TCP,1442,Control,DNS,Unknown,0,Logged,Low,Opera/8.61.(X11; Linux i686; ff-SN) Presto/2.9.171 Version/10.00,Segment A,"Satna, Gujarat",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-98.138.49.11-54124-443-6,23-08-22 10:52,111.78.25.119,175.238.18.249,37858,43522,ICMP,273,Control,HTTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/51.0.836.0 Safari/531.0",Segment A,"Bilaspur, Uttar Pradesh",Unknown,Unknown,Unknown,Firewall
10.42.0.211-119.146.74.34-52888-80-6,26-12-22 5:20,206.117.133.75,16.208.135.149,20373,55782,UDP,739,Data,DNS,Unknown,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),Segment C,"Proddatur, Meghalaya",199.189.46.46,Log Data,Alert Data,Firewall
172.217.10.40-10.42.0.151-443-37313-6,21-04-21 15:54,129.110.192.127,123.193.19.158,16985,28708,ICMP,1313,Control,HTTP,Alert Triggered,0,Blocked,High,Mozilla/5.0 (Windows 98; Win 9x 4.90; gv-GB; rv:1.9.0.20) Gecko/8273-01-13 06:15:50 Firefox/5.0,Segment B,"Madurai, Madhya Pradesh",45.32.185.136,Unknown,Alert Data,Firewall
10.42.0.1-10.42.0.42-53-10956-17,06-01-20 1:47,147.165.66.78,107.27.37.154,34289,42054,ICMP,661,Control,FTP,Alert Triggered,0,Ignored,Medium,Opera/8.27.(Windows NT 5.0; sd-PK) Presto/2.9.165 Version/11.00,Segment B,"Giridih, West Bengal",207.131.177.48,Log Data,Alert Data,Server
10.42.0.42-37.1.203.158-33492-443-6,03-09-20 17:39,90.17.87.57,134.240.29.109,17644,18901,ICMP,1101,Data,HTTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0),Segment A,"Vasai-Virar, Haryana",Unknown,Unknown,Unknown,Server
172.217.11.14-10.42.0.151-443-40270-6,11-02-21 19:02,97.65.225.13,73.214.150.57,23247,15115,TCP,898,Control,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; rv:1.9.6.20) Gecko/4747-01-23 14:00:04 Firefox/3.6.13,Segment C,"Nizamabad, Uttarakhand",Unknown,Log Data,Alert Data,Server
192.229.173.173-10.42.0.42-443-40988-6,18-02-23 20:53,212.107.194.222,11.138.246.125,2362,49451,ICMP,182,Data,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.49.6 (KHTML, like Gecko) Version/4.1 Safari/533.49.6",Segment C,"Hubliƒ??Dharwad, Arunachal Pradesh",26.229.203.178,Log Data,Unknown,Firewall
10.42.0.211-66.198.24.224-59003-80-6,12-05-23 12:03,28.19.4.101,23.219.17.4,35214,22516,UDP,758,Data,HTTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9 rv:6.0; so-KE) AppleWebKit/531.37.7 (KHTML, like Gecko) Version/4.0 Safari/531.37.7",Segment B,"Udaipur, Odisha",74.163.159.191,Unknown,Unknown,Firewall
172.217.11.3-10.42.0.151-443-34815-6,26-12-22 19:42,93.150.43.154,202.87.22.82,26501,30042,TCP,864,Control,DNS,Unknown,0,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.3.20) Gecko/2944-04-26 11:39:01 Firefox/3.6.5,Segment C,"Erode, Goa",Unknown,Log Data,Unknown,Firewall
174.129.32.117-10.42.0.211-443-43450-6,12-04-20 3:59,143.207.174.59,142.107.77.192,16227,10237,ICMP,358,Control,HTTP,Unknown,1,Blocked,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment A,"Gurgaon, Maharashtra",Unknown,Log Data,Alert Data,Firewall
172.217.10.110-10.42.0.151-443-37691-6,02-10-21 14:42,166.243.219.32,5.193.158.106,23055,63268,ICMP,1092,Data,DNS,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/17.3f0764.0 Mobile/49R946 Safari/531.2",Segment A,"Arrah, Arunachal Pradesh",160.191.196.50,Log Data,Unknown,Firewall
10.42.0.211-10.42.0.1-60065-53-17,06-07-21 21:38,53.174.54.58,120.37.136.218,21797,45733,TCP,644,Control,HTTP,Unknown,0,Blocked,High,Opera/8.50.(X11; Linux i686; wa-BE) Presto/2.9.189 Version/11.00,Segment B,"Kalyan-Dombivli, Sikkim",36.243.231.64,Log Data,Alert Data,Firewall
205.204.101.196-10.42.0.151-443-43000-6,14-10-21 8:33,74.169.34.147,44.179.221.188,3428,38541,UDP,874,Control,FTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:6.0; fi-FI) AppleWebKit/533.13.6 (KHTML, like Gecko) Version/5.0.2 Safari/533.13.6",Segment C,"Bijapur, Tripura",191.128.70.87,Unknown,Unknown,Server
10.42.0.151-108.168.176.204-49360-5222-6,19-05-22 11:05,114.99.79.30,144.146.157.130,11722,43330,ICMP,1324,Data,HTTP,Unknown,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.1),Segment A,"Shivpuri, Sikkim",Unknown,Log Data,Unknown,Firewall
10.42.0.211-123.125.29.220-52069-80-6,24-05-20 19:02,145.124.81.94,196.198.46.11,25653,29781,TCP,1189,Data,DNS,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (Android 4.0.3; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,Segment B,"Navi Mumbai, Arunachal Pradesh",Unknown,Unknown,Unknown,Server
10.42.0.211-66.198.24.224-60677-80-6,10-10-21 10:11,48.169.14.231,161.177.203.30,22962,2275,UDP,558,Control,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/36.0.882.0 Safari/534.1",Segment C,"Mango, Bihar",57.224.233.23,Log Data,Unknown,Server
10.42.0.211-14.29.93.243-59361-80-6,27-02-23 22:17,156.207.146.75,34.180.203.81,42367,5939,UDP,949,Control,FTP,Unknown,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1),Segment A,"Jamshedpur, Assam",Unknown,Log Data,Alert Data,Firewall
183.79.250.251-10.42.0.151-443-57798-6,12-12-22 22:10,36.213.114.139,25.176.247.70,1556,32396,TCP,529,Control,FTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),Segment C,"Raurkela Industrial Township, Uttarakhand",33.112.25.253,Unknown,Alert Data,Firewall
10.42.0.151-104.254.66.16-43878-80-6,28-06-20 10:08,18.43.116.147,177.23.82.56,43368,64477,UDP,207,Control,DNS,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),Segment C,"Orai, Rajasthan",156.203.9.8,Log Data,Alert Data,Server
10.42.0.211-123.125.115.164-57175-443-6,03-07-21 22:26,34.181.226.84,85.218.56.253,54403,20476,ICMP,1403,Control,DNS,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.828.0 Safari/533.0",Segment A,"Miryalaguda, Meghalaya",Unknown,Unknown,Unknown,Firewall
157.240.3.19-10.42.0.211-443-35046-6,12-03-23 0:44,79.37.227.110,103.235.124.188,37239,55577,ICMP,1212,Control,FTP,Alert Triggered,1,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1),Segment B,"Kota, Punjab",Unknown,Log Data,Alert Data,Firewall
209.15.224.11-10.42.0.211-443-39235-6,24-07-22 18:59,167.178.86.255,208.6.89.95,43527,54986,UDP,1130,Data,DNS,Unknown,0,Ignored,Medium,Opera/9.26.(X11; Linux i686; wal-ET) Presto/2.9.190 Version/11.00,Segment B,"Uluberia, Telangana",Unknown,Log Data,Alert Data,Firewall
203.205.158.61-10.42.0.211-80-36232-6,02-09-23 3:56,105.170.139.61,92.12.111.246,24667,15003,UDP,1394,Control,DNS,Alert Triggered,0,Blocked,High,Mozilla/5.0 (Android 4.0; Mobile; rv:20.0) Gecko/20.0 Firefox/20.0,Segment C,"Guwahati, Karnataka",19.225.89.86,Unknown,Alert Data,Server
180.149.136.194-10.42.0.42-80-49293-6,14-08-23 12:14,29.227.2.201,203.1.144.88,61258,44735,ICMP,961,Data,HTTP,Unknown,0,Blocked,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6; rv:1.9.2.20) Gecko/6392-12-16 03:32:05 Firefox/3.8,Segment B,"Sagar, Arunachal Pradesh",Unknown,Unknown,Alert Data,Server
172.217.10.110-10.42.0.211-443-59567-6,20-12-20 19:28,198.48.40.93,110.152.116.16,37135,45094,TCP,1486,Control,DNS,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/27.0.836.0 Safari/533.1",Segment C,"Muzaffarpur, Odisha",17.128.207.97,Log Data,Unknown,Firewall
10.42.0.42-125.39.133.40-32989-80-6,02-05-23 2:57,190.69.217.162,61.64.217.91,6663,14033,TCP,313,Data,HTTP,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mt-MT) AppleWebKit/532.6.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.6.2",Segment B,"Surendranagar Dudhrej, Goa",Unknown,Unknown,Unknown,Server
201.119.232.111-10.42.0.42-5863-46360-17,18-09-23 9:36,218.92.145.255,51.176.163.5,3086,37031,TCP,1229,Control,HTTP,Unknown,0,Blocked,Low,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3; rv:1.9.4.20) Gecko/7935-12-17 21:28:08 Firefox/15.0,Segment A,"Ichalkaranji, Chhattisgarh",Unknown,Log Data,Alert Data,Firewall
174.35.73.111-10.42.0.211-80-36441-6,10-08-20 8:08,81.157.167.219,25.252.223.188,8780,49544,ICMP,894,Control,DNS,Unknown,1,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1),Segment C,"Sambalpur, Meghalaya",112.86.8.41,Log Data,Unknown,Server
10.42.0.1-10.42.0.42-53-59651-17,24-05-22 5:01,177.235.102.241,126.28.19.189,58735,64924,TCP,441,Data,FTP,Unknown,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Segment B,"Rampur, Manipur",Unknown,Log Data,Alert Data,Firewall
10.42.0.211-10.42.0.1-59401-53-17,27-09-21 16:21,158.39.119.26,196.226.216.39,31708,29156,UDP,790,Data,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/29.0.882.0 Safari/531.0",Segment A,"Chandigarh, Maharashtra",42.56.115.25,Unknown,Unknown,Firewall
172.217.3.110-10.42.0.211-443-55608-6,24-01-20 15:10,115.25.158.141,206.110.253.89,40316,12645,ICMP,322,Data,FTP,Unknown,0,Logged,High,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7 rv:6.0; ko-KR) AppleWebKit/535.18.3 (KHTML, like Gecko) Version/5.0.3 Safari/535.18.3",Segment A,"Adoni, Maharashtra",55.50.229.233,Log Data,Unknown,Firewall
172.217.3.110-10.42.0.42-443-60015-6,02-06-22 20:45,151.222.101.197,158.204.54.123,26061,59615,UDP,362,Data,HTTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Windows NT 4.0; ja-JP; rv:1.9.2.20) Gecko/7381-03-25 05:49:26 Firefox/3.8,Segment A,"Bihar Sharif, Bihar",Unknown,Unknown,Alert Data,Server
183.79.249.252-10.42.0.42-443-39807-6,17-03-23 0:27,107.244.23.172,161.68.234.19,15946,19210,TCP,438,Data,DNS,Unknown,0,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; hi-IN) AppleWebKit/535.40.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.40.5",Segment A,"Jamshedpur, Mizoram",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-10.42.0.1-23898-53-17,24-07-23 12:47,113.95.154.8,74.92.88.147,60738,14045,TCP,374,Data,HTTP,Unknown,1,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),Segment C,"Udaipur, Meghalaya",Unknown,Unknown,Unknown,Server
172.217.10.110-10.42.0.211-443-49126-6,18-09-22 9:29,99.158.98.152,179.190.73.136,45993,29919,UDP,536,Control,HTTP,Unknown,0,Ignored,Medium,Opera/9.36.(Windows NT 10.0; yi-US) Presto/2.9.179 Version/10.00,Segment C,"Bijapur, Uttarakhand",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-10.42.0.1-12756-53-17,19-08-20 0:05,198.67.194.45,160.107.205.17,46191,12224,TCP,549,Data,FTP,Alert Triggered,0,Logged,Low,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/21.0.882.0 Safari/532.2",Segment A,"Nagercoil, Manipur",87.210.153.120,Unknown,Alert Data,Server
220.243.219.55-10.42.0.211-80-60996-6,09-12-21 7:19,181.170.68.3,6.221.217.78,3444,41071,ICMP,1086,Control,DNS,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),Segment A,"Chandrapur, Chhattisgarh",163.178.145.183,Unknown,Unknown,Server
172.217.11.14-10.42.0.151-443-54062-6,22-08-23 12:38,8.57.68.98,55.194.240.164,47710,39931,UDP,1135,Data,HTTP,Unknown,1,Logged,Medium,Mozilla/5.0 (Windows NT 5.2; hy-AM; rv:1.9.0.20) Gecko/4004-01-25 06:28:42 Firefox/3.8,Segment B,"Fatehpur, Rajasthan",Unknown,Log Data,Alert Data,Server
174.35.73.135-10.42.0.211-80-45580-6,11-08-20 10:59,49.10.41.53,100.203.192.241,8337,22260,ICMP,1440,Control,DNS,Unknown,0,Logged,Medium,Opera/9.20.(Windows NT 5.1; sk-SK) Presto/2.9.165 Version/11.00,Segment C,"Panvel, Jharkhand",151.212.240.92,Unknown,Alert Data,Server
10.42.0.151-123.125.115.190-45605-80-6,10-07-22 10:53,60.215.153.42,47.36.111.51,51131,46982,UDP,836,Control,FTP,Alert Triggered,0,Ignored,Low,Opera/8.13.(X11; Linux i686; ik-CA) Presto/2.9.185 Version/10.00,Segment C,"Mumbai, Gujarat",3.78.223.219,Unknown,Alert Data,Firewall
10.42.0.211-31.13.71.3-52197-443-6,20-06-21 3:27,171.70.13.158,16.51.113.158,44493,14054,UDP,1130,Data,DNS,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),Segment A,"Kavali, Chhattisgarh",213.239.252.167,Unknown,Unknown,Server
10.42.0.211-66.198.24.250-58789-80-6,05-06-20 6:26,138.244.31.193,93.179.195.203,55626,22797,UDP,246,Data,DNS,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/23.0.870.0 Safari/535.2",Segment A,"Bathinda, Tamil Nadu",65.142.211.79,Unknown,Alert Data,Server
172.217.10.131-10.42.0.211-443-42980-6,06-05-23 5:03,71.230.121.197,21.245.26.49,18054,58273,UDP,1455,Data,FTP,Unknown,0,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ko-KR) AppleWebKit/533.13.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.13.2",Segment B,"Dhule, Karnataka",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-23.21.95.195-59610-443-6,14-06-22 1:35,125.241.35.10,208.172.38.244,16861,64484,UDP,591,Control,HTTP,Unknown,0,Logged,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5 rv:6.0; shs-CA) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/4.0.2 Safari/534.23.5",Segment B,"Sambalpur, Punjab",Unknown,Log Data,Unknown,Firewall
10.42.0.151-10.42.0.1-46522-53-17,22-11-22 4:02,88.143.246.242,89.168.76.232,39380,55975,UDP,1440,Data,DNS,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; yo-NG) AppleWebKit/532.26.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.26.2",Segment B,"Bikaner, Telangana",Unknown,Log Data,Unknown,Firewall
172.217.10.68-10.42.0.211-443-36110-6,14-01-22 11:52,80.72.242.29,101.254.174.33,4868,57740,UDP,873,Data,FTP,Alert Triggered,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),Segment B,"Srikakulam, Assam",Unknown,Log Data,Unknown,Firewall
172.217.10.8-10.42.0.211-443-56933-6,12-01-23 10:58,223.8.184.179,74.74.216.5,34511,55040,ICMP,1454,Data,DNS,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.2.20) Gecko/4911-02-26 06:25:37 Firefox/3.8,Segment A,"Mira-Bhayandar, Andhra Pradesh",144.66.203.101,Log Data,Unknown,Server
169.47.5.220-10.42.0.211-443-58697-6,07-10-23 21:32,168.13.250.136,42.118.16.161,46763,2935,TCP,493,Control,HTTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Vijayanagaram, Andhra Pradesh",96.126.248.126,Log Data,Alert Data,Server
216.58.219.206-10.42.0.211-443-47451-6,01-12-21 1:26,6.57.238.11,92.194.244.228,22749,21810,TCP,1271,Control,HTTP,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/5.0 Safari/532.32.7",Segment C,"Nagercoil, Goa",Unknown,Unknown,Alert Data,Server
10.42.0.1-10.42.0.42-53-52309-17,25-03-22 22:46,197.235.229.58,144.104.220.64,63483,52558,UDP,750,Control,FTP,Unknown,1,Logged,High,Opera/9.10.(Windows 98; km-KH) Presto/2.9.180 Version/12.00,Segment A,"Naihati, Sikkim",Unknown,Log Data,Unknown,Firewall
10.42.0.211-64.71.142.110-60198-443-6,26-01-22 3:17,52.124.98.189,171.105.76.191,57801,35147,ICMP,503,Data,FTP,Unknown,0,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; he-IL) AppleWebKit/531.37.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.37.1",Segment C,"Rampur, Nagaland",43.216.166.130,Log Data,Alert Data,Server
10.42.0.42-104.97.95.172-38881-80-6,14-03-21 8:50,161.20.198.228,116.93.221.152,28496,62198,ICMP,212,Control,FTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:6.0; pa-PK) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/5.1 Safari/535.33.7",Segment C,"Haldia, Madhya Pradesh",85.163.249.112,Unknown,Unknown,Firewall
216.58.218.227-10.42.0.211-443-35415-6,19-06-21 0:36,134.125.139.82,218.97.189.107,52590,53781,UDP,105,Control,DNS,Unknown,0,Blocked,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/34.0.812.0 Safari/536.2",Segment A,"Vadodara, Uttarakhand",203.21.112.159,Log Data,Unknown,Firewall
151.101.117.140-10.42.0.211-443-45246-6,28-01-22 19:17,79.131.26.100,93.170.211.123,47440,10401,UDP,210,Control,FTP,Alert Triggered,1,Blocked,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0; rv:1.9.3.20) Gecko/7298-12-18 04:04:42 Firefox/3.8,Segment B,"Hubliƒ??Dharwad, Gujarat",21.127.104.70,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-48805-53-17,12-05-21 4:22,110.12.253.135,211.207.109.152,43553,21555,ICMP,388,Control,FTP,Alert Triggered,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1),Segment B,"Cuttack, Tamil Nadu",64.238.86.44,Log Data,Alert Data,Firewall
10.42.0.151-31.13.80.52-52684-443-6,18-03-20 14:54,5.89.17.148,64.158.138.216,61395,60430,ICMP,908,Control,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.0),Segment B,"Anantapuram, Haryana",Unknown,Unknown,Alert Data,Server
202.77.129.150-10.42.0.211-80-48420-6,02-09-22 20:52,139.236.232.30,188.10.27.97,4894,3617,UDP,1362,Data,HTTP,Alert Triggered,0,Logged,Low,Opera/9.83.(Windows NT 4.0; bem-ZM) Presto/2.9.182 Version/10.00,Segment A,"Ratlam, Meghalaya",55.254.218.225,Unknown,Unknown,Server
10.42.0.42-52.86.21.31-34580-443-6,26-07-22 17:43,80.114.113.186,181.223.231.21,17425,31264,UDP,213,Control,HTTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.34.2 (KHTML, like Gecko) Version/5.0 Safari/531.34.2",Segment B,"Dewas, Haryana",Unknown,Log Data,Alert Data,Firewall
208.80.154.224-10.42.0.42-443-57952-6,02-09-20 5:19,42.56.149.224,36.20.255.70,51111,22764,ICMP,912,Control,HTTP,Unknown,0,Blocked,High,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8555-06-18 03:45:52 Firefox/8.0,Segment B,"Chittoor, Arunachal Pradesh",159.234.43.175,Unknown,Alert Data,Firewall
